qid,docno,label,iteration
15,2017.cikm_conference-2017.320,1,0
15,2008.wwwconf_workshop-2008ldow.12,0,0
15,2017.wsdm_conference-2017.98,0,0
15,2012.sigirconf_workshop-2012osir.7,1,0
15,2012.sigirconf_workshop-2012osir.6,1,0
15,2019.sigirconf_conference-2019osirrc.2,1,0
15,2010.wwwconf_conference-2010.231,1,0
15,2002.wwwconf_conference-2002.69,1,0
15,2014.wwwconf_conference-2014c.274,1,0
16,2017.wsdm_conference-2017.94,1,0
16,2011.sigirconf_conference-2011.27,1,0
16,2016.ipm_journal-ir0volumeA52A5.10,1,0
16,2009.ecir_conference-2009.24,1,0
16,2001.jasis_journal-ir0volumeA52A13.6,1,0
16,2014.cikm_conference-2014.164,0,0
16,2012.tist_journal-ir0volumeA3A2.0,1,0
16,2017.sigirconf_conference-2017.243,1,0
16,2012.wwwconf_conference-2012c.185,0,0
16,2008.cikm_workshop-2008dtmbio.2,1,0
16,2015.wsdm_conference-2015.60,1,0
16,2009.cikm_conference-2009.17,0,0
16,2012.cikm_workshop-2012dtmbio.0,1,0
16,2012.cikm_conference-2012.416,1,0
16,2001.cikm_conference-2001.15,1,0
16,2005.ipm_journal-ir0volumeA41A4.0,1,0
16,2012.ipm_journal-ir0volumeA48A2.8,1,0
16,2018.wsdm_conference-2018.89,1,0
16,1999.sigirconf_conference-99.17,1,0
16,2008.cikm_workshop-2008dtmbio.13,1,0
16,2001.cikm_conference-2001.84,1,0
16,2013.cikm_conference-2013.84,1,0
16,2013.jasis_journal-ir0volumeA64A2.4,1,0
16,2011.trec_conference-2011.34,1,0
16,2012.cikm_workshop-2012dtmbio.7,1,0
16,2009.wsdm_conference-2009.23,1,0
16,2015.cikm_workshop-2015dtmbio.18,1,0
16,2015.cikm_workshop-2015dtmbio.9,1,0
16,2011.ipm_journal-ir0volumeA47A5.3,1,0
16,2015.cikm_workshop-2015dtmbio.0,1,0
16,2009.wsdm_conference-2009.9,1,0
16,2010.cikm_conference-2010.91,1,0
16,2009.cikm_workshop-2009dtmbio.0,1,0
16,2014.cikm_workshop-2014dtmbio.15,1,0
16,2013.tist_journal-ir0volumeA4A4.14,1,0
16,2004.sigirconf_conference-2004.118,1,0
16,2021.ecir_conference-20212.27,1,0
16,2012.tist_journal-ir0volumeA3A4.1,1,0
16,2005.sigirconf_conference-2005.126,1,0
16,2011.ir_journal-ir0volumeA14A2.5,1,0
16,2015.cikm_workshop-2015dtmbio.12,1,0
17,2019.wwwjournals_journal-ir0volumeA22A2.23,1,0
17,1998.jasis_journal-ir0volumeA49A9.10,1,0
17,2007.jasis_journal-ir0volumeA58A2.14,0,0
17,2015.tist_journal-ir0volumeA6A4.9,0,0
17,2006.ipm_journal-ir0volumeA42A3.18,0,0
17,2017.wwwconf_conference-2017c.159,0,0
17,2015.wwwjournals_journal-ir0volumeA18A2.2,0,0
17,2010.wwwconf_conference-2010.132,1,0
17,2020.jasis_journal-ir0volumeA71A6.0,0,0
17,2016.tist_journal-ir0volumeA7A4.0,1,0
17,2020.wwwconf_conference-2020.240,0,0
17,1984.jasis_journal-ir0volumeA35A5.8,0,0
17,2016.fire_conference-2016w.53,0,0
17,2019.clef_conference-2019w.160,0,0
17,2019.tist_journal-ir0volumeA10A2.0,0,0
17,1981.jasis_journal-ir0volumeA32A5.13,1,0
17,1984.jasis_journal-ir0volumeA35A5.4,1,0
17,2013.tist_journal-ir0volumeA4A2.13,0,0
17,2011.jasis_journal-ir0volumeA62A12.13,0,0
17,2019.jasis_journal-ir0volumeA70A4.4,1,0
17,2015.wwwconf_conference-2015.48,0,0
17,2020.wsdm_workshop-2020privatenlp.7,1,0
17,1997.jasis_journal-ir0volumeA48A7.14,1,0
17,2021.chiir_conference-2021.41,1,0
17,2018.sigirconf_conference-2018.240,1,0
17,2019.fire_conference-2019w.3,0,0
17,2014.tist_journal-ir0volumeA5A2.8,0,0
17,2019.wsdm_conference-2019.114,1,0
17,2013.jasis_journal-ir0volumeA64A9.16,1,0
17,2021.jasis_journal-ir0volumeA72A1.8,1,0
17,2021.wwwconf_conference-2021c.33,1,0
17,2006.wwwconf_conference-2006.57,0,0
17,1983.sigirconf_conference-83.2,1,0
17,2006.wwwconf_conference-2006.93,1,0
17,2018.cikm_workshop-2018w.29,1,0
17,1999.jasis_journal-ir0volumeA50A8.10,1,0
17,2015.wsdm_conference-2015.49,0,0
17,1998.jasis_journal-ir0volumeA49A7.0,1,0
17,2010.ipm_journal-ir0volumeA46A3.6,1,0
17,2012.jasis_journal-ir0volumeA63A6.13,1,0
17,2019.fire_conference-2019w.4,1,0
17,1984.jasis_journal-ir0volumeA35A5.2,1,0
17,2018.wwwconf_conference-2018c.123,1,0
17,2000.jasis_journal-ir0volumeA51A5.6,1,0
17,1976.ipm_journal-ir0volumeA12A3.4,1,0
17,2015.wwwconf_conference-2015.15,1,0
17,1996.jasis_journal-ir0volumeA47A6.12,0,0
19,1998.tois_journal-ir0volumeA16A2.0,0,0
19,2009.cikm_conference-2009.190,1,0
19,2010.cikm_conference-2010.163,1,0
19,2005.cikm_conference-2005.105,1,0
19,2018.sigirconf_conference-2018.219,1,0
19,2017.wwwconf_conference-2017c.159,0,0
19,2019.tist_journal-ir0volumeA10A1.6,0,0
19,2012.sigirconf_conference-2012.5,1,0
19,2016.jasis_journal-ir0volumeA67A9.5,0,0
19,2018.ecir_conference-2018.17,0,0
19,2016.wwwjournals_journal-ir0volumeA19A5.3,0,0
19,2017.ipm_journal-ir0volumeA53A4.5,1,0
19,2015.wwwconf_conference-2015c.287,0,0
19,2011.wsdm_conference-2011.79,1,0
19,2011.sigirconf_conference-2011.12,1,0
19,2020.wsdm_conference-2020.110,0,0
19,2011.tist_journal-ir0volumeA2A2.1,0,0
19,2016.cikm_conference-2016.93,0,0
19,2012.sigirconf_conference-2012.192,0,0
19,2015.tist_journal-ir0volumeA7A1.0,1,0
19,2001.trec_conference-2001.32,1,0
19,2019.wsdm_conference-2019.5,1,0
19,2018.sigirconf_conference-2018.80,0,0
19,2011.sigirconf_conference-2011.216,0,0
19,2018.wwwconf_conference-2018c.298,1,0
19,2019.wsdm_conference-2019.114,0,0
19,2018.tist_journal-ir0volumeA9A5.10,0,0
19,2010.wsdm_conference-2010.37,1,0
19,2012.wsdm_conference-2012.45,1,0
19,2014.trec_conference-2014.18,1,0
19,2007.ipm_journal-ir0volumeA43A4.3,1,0
19,2011.tist_journal-ir0volumeA2A3.7,0,0
19,2008.tois_journal-ir0volumeA26A4.1,0,0
19,2009.wwwconf_conference-2009.1,1,0
19,2012.tois_journal-ir0volumeA30A4.0,1,0
19,2016.sigirconf_workshop-2016sal.9,0,0
19,2010.sigirconf_conference-2010.89,0,0
19,2007.sigirconf_conference-2007.39,1,0
19,2017.wsdm_conference-2017.57,0,0
19,2013.ipm_journal-ir0volumeA49A4.3,0,0
19,2014.sigirconf_conference-2014.17,0,0
19,2019.tist_journal-ir0volumeA10A2.1,0,0
19,2018.cikm_conference-2018.299,1,0
19,2021.ipm_journal-ir0volumeA58A4.9,0,0
19,1997.sigirconf_conference-97.4,0,0
20,2001.wwwconf_conference-2001.11,0,0
20,2006.sigirconf_conference-2006.11,0,0
20,2010.wsdm_conference-2010.39,0,0
20,2016.wwwjournals_journal-ir0volumeA19A5.3,0,0
20,2008.ipm_journal-ir0volumeA44A2.25,1,0
20,2011.wsdm_conference-2011.65,0,0
20,2020.wwwconf_conference-2020.16,1,0
20,2008.cikm_workshop-2008inews.13,0,0
20,2005.wwwconf_conference-2005si.172,0,0
20,2013.wwwconf_conference-2013.41,1,0
20,2020.wwwconf_conference-2020.37,1,0
20,2011.sigirconf_conference-2011.216,0,0
20,2004.jasis_journal-ir0volumeA55A14.2,0,0
20,2014.sigirconf_conference-2014.179,0,0
20,2019.wwwjournals_journal-ir0volumeA22A4.8,0,0
20,2010.tois_journal-ir0volumeA28A4.0,0,0
20,2009.ipm_journal-ir0volumeA45A3.2,0,0
20,2008.sigirjournals_journal-ir0volumeA42A2.4,0,0
20,2005.sigirjournals_journal-ir0volumeA39A1.12,0,0
20,2018.wsdm_conference-2018.55,1,0
20,2000.ir_journal-ir0volumeA3A2.2,0,0
20,2014.wwwconf_conference-2014c.198,1,0
20,2006.jasis_journal-ir0volumeA57A13.6,0,0
20,2009.cikm_conference-2009.291,1,0
20,2010.cikm_conference-2010.192,0,0
20,2011.cikm_conference-2011.113,0,0
20,2013.cikm_conference-2013.177,0,0
20,2016.wwwjournals_journal-ir0volumeA19A1.4,0,0
20,2010.wwwconf_conference-2010.62,0,0
20,2005.tois_journal-ir0volumeA23A4.2,0,0
20,2013.cikm_conference-2013.354,0,0
20,1999.tois_journal-ir0volumeA17A2.1,1,0
20,2011.wwwconf_conference-2011.23,0,0
20,2001.tois_journal-ir0volumeA19A3.3,1,0
20,2006.wwwconf_conference-2006.195,0,0
21,2014.wwwconf_conference-2014c.235,1,0
21,2013.wsdm_conference-2013.85,0,0
21,2015.tist_journal-ir0volumeA7A1.10,0,0
21,2014.cikm_conference-2014.67,0,0
21,2016.tist_journal-ir0volumeA7A3.16,0,0
21,2018.tois_journal-ir0volumeA36A3.6,0,0
21,2014.wwwconf_conference-2014.62,1,0
21,2018.wwwjournals_journal-ir0volumeA21A4.12,0,0
21,2012.wsdm_conference-2012.59,0,0
21,2014.ir_journal-ir0volumeA17A2.1,0,0
21,2018.cikm_conference-2018.98,0,0
21,2020.wwwconf_conference-2020c.184,0,0
21,2016.tist_journal-ir0volumeA7A4.15,0,0
21,2018.wwwconf_conference-2018.80,0,0
21,2007.tois_journal-ir0volumeA26A1.3,0,0
21,2019.wwwjournals_journal-ir0volumeA22A1.3,0,0
21,2017.wwwconf_conference-2017.53,1,0
21,2016.wwwconf_conference-2016.11,1,0
21,2014.wwwconf_conference-2014c.239,0,0
21,2019.wwwjournals_journal-ir0volumeA22A3.11,0,0
21,2016.wwwconf_conference-2016.120,1,0
21,2013.cikm_workshop-2013ueo.2,1,0
21,2011.sigirconf_conference-2011.35,0,0
21,2017.ipm_journal-ir0volumeA53A5.11,1,0
21,2020.wwwconf_conference-2020c.114,0,0
21,2017.cikm_conference-2017.302,0,0
21,2014.tois_journal-ir0volumeA32A4.1,0,0
21,2018.wwwjournals_journal-ir0volumeA21A4.0,1,0
21,2012.tist_journal-ir0volumeA3A4.15,0,0
21,2016.cikm_conference-2016.202,0,0
21,2008.tweb_journal-ir0volumeA2A3.1,0,0
21,2018.sigirconf_conference-2018.21,0,0
21,2004.tois_journal-ir0volumeA22A1.0,0,0
21,2012.sigirconf_conference-2012.107,0,0
21,2018.tist_journal-ir0volumeA9A6.6,0,0
21,2020.ipm_journal-ir0volumeA57A2.10,1,0
21,2020.sigirconf_conference-2020.337,1,0
21,2018.sigirconf_workshop-2018birndl.3,0,0
21,2018.tist_journal-ir0volumeA9A6.0,0,0
21,2018.tois_journal-ir0volumeA36A4.8,0,0
21,2016.wwwconf_conference-2016.102,0,0
21,2012.sigirconf_conference-2012.69,0,0
21,2017.wwwconf_conference-2017c.241,0,0
22,2008.tweb_journal-ir0volumeA2A4.2,1,0
22,2006.tois_journal-ir0volumeA24A1.1,1,0
22,2009.jasis_journal-ir0volumeA60A8.3,0,0
22,2013.sigirjournals_journal-ir0volumeA47A1.8,1,0
22,2003.wwwconf_conference-2003.3,1,0
22,2011.ecir_conference-2011.12,1,0
22,2013.sigirconf_conference-2013.184,0,0
22,2012.wwwconf_conference-2012.18,0,0
22,2017.ipm_journal-ir0volumeA53A4.5,1,0
22,2014.tweb_journal-ir0volumeA8A2.1,0,0
22,2017.jasis_journal-ir0volumeA68A8.3,0,0
22,2015.sigirconf_conference-2015.149,1,0
22,2010.jasis_journal-ir0volumeA61A3.1,0,0
22,2015.wwwconf_conference-2015.65,0,0
22,2006.ipm_journal-ir0volumeA42A4.4,0,0
22,2011.tweb_journal-ir0volumeA5A2.3,1,0
22,2014.tois_journal-ir0volumeA32A4.5,1,0
22,2007.sigirconf_conference-2007.26,1,0
22,2012.sigirconf_conference-2012.66,1,0
22,2012.ipm_journal-ir0volumeA48A5.2,1,0
22,2006.wwwjournals_journal-ir0volumeA9A4.1,1,0
22,2011.wwwconf_workshop-2011ldow.11,1,0
22,2007.wwwconf_conference-MenasceA07.0,0,0
22,2005.wwwconf_conference-2005.28,1,0
22,2011.jasis_journal-ir0volumeA62A7.5,0,0
22,2004.wwwconf_conference-2004.3,0,0
22,2008.sigirconf_conference-2008.19,1,0
22,2013.cikm_conference-2013.248,1,0
22,2010.wwwconf_conference-2010.19,1,0
22,2020.ipm_journal-ir0volumeA57A3.20,1,0
22,2019.ipm_journal-ir0volumeA56A1.7,0,0
22,2013.sigirconf_conference-2013.71,1,0
22,2011.cikm_conference-2011.222,0,0
22,2008.cikm_workshop-2008lsdsir.7,1,0
22,2013.tweb_journal-ir0volumeA8A1.2,1,0
23,2016.sigirconf_conference-2016.41,0,0
23,2008.wwwconf_conference-2008.153,0,0
23,2021.ipm_journal-ir0volumeA58A3.52,1,0
23,2017.wwwjournals_journal-ir0volumeA20A2.8,0,0
23,2012.tist_journal-ir0volumeA3A4.3,0,0
23,2019.ipm_journal-ir0volumeA56A4.3,1,0
23,2018.ipm_journal-ir0volumeA54A6.5,0,0
23,2011.wwwconf_conference-2011c.86,0,0
23,2012.wwwconf_conference-2012.20,0,0
23,2016.wwwconf_conference-2016.11,1,0
23,2012.wwwconf_conference-2012.21,0,0
23,2015.ipm_journal-ir0volumeA51A1.3,0,0
23,2010.wwwconf_conference-2010.191,1,0
23,2020.ipm_journal-ir0volumeA57A6.89,1,0
23,2018.jasis_journal-ir0volumeA69A11.1,1,0
23,2010.tweb_journal-ir0volumeA4A2.1,0,0
23,2016.wwwconf_conference-2016.57,1,0
23,2015.sigirconf_conference-2015.41,0,0
23,2018.jasis_journal-ir0volumeA69A3.9,1,0
23,2014.wwwconf_conference-2014c.66,0,0
23,2010.jasis_journal-ir0volumeA61A1.1,0,0
23,2014.wwwjournals_journal-ir0volumeA17A6.3,0,0
23,2005.wwwconf_conference-2005.38,0,0
23,2016.ipm_journal-ir0volumeA52A6.8,0,0
23,2019.ipm_journal-ir0volumeA56A4.16,1,0
23,2020.ipm_journal-ir0volumeA57A2.15,0,0
23,2013.wwwconf_conference-2013.77,0,0
23,2016.tois_journal-ir0volumeA35A2.3,0,0
23,2020.ipm_journal-ir0volumeA57A6.19,1,0
23,2009.ecir_conference-2009.41,0,0
23,2018.sigirconf_workshop-2018ecom.2,0,0
23,2012.wwwjournals_journal-ir0volumeA15A3.2,0,0
24,2002.sigirconf_conference-2002.15,0,0
24,2021.wsdm_conference-2021.156,0,0
24,2012.sigirconf_conference-2012.105,0,0
24,2015.wwwconf_conference-2015.79,0,0
24,2018.cikm_conference-2018.112,0,0
24,2020.sigirjournals_journal-ir0volumeA54A1.14,0,0
24,2018.wsdm_conference-2018.3,1,0
24,2016.cikm_conference-2016.93,0,0
24,2010.cikm_conference-2010.189,0,0
24,2003.cikm_conference-2003.36,0,0
24,2014.wwwconf_conference-2014c.288,0,0
24,2021.wsdm_conference-2021.78,1,0
24,2011.tist_journal-ir0volumeA2A3.0,0,0
24,2007.cikm_conference-2007.3,1,0
24,2019.tweb_journal-ir0volumeA13A2.1,0,0
24,2011.sigirconf_conference-2011.216,0,0
24,2010.tois_journal-ir0volumeA28A4.0,0,0
24,2009.ipm_journal-ir0volumeA45A3.2,0,0
24,2013.wwwconf_conference-2013c.237,0,0
24,2018.cikm_conference-2018.277,0,0
24,2000.ir_journal-ir0volumeA3A2.2,0,0
24,2020.sigirconf_conference-2020.4,1,0
24,2011.tist_journal-ir0volumeA2A3.7,0,0
24,2014.wwwjournals_journal-ir0volumeA17A5.15,0,0
24,2018.wwwconf_conference-2018c.35,0,0
24,2020.wwwconf_conference-2020c.108,1,0
24,2011.tois_journal-ir0volumeA29A4.1,0,0
24,2020.clef_conference-2020w.191,0,0
24,2017.tist_journal-ir0volumeA8A2.15,0,0
24,2018.ir_journal-ir0volumeA21A1.1,0,0
24,2020.cikm_conference-2020.93,0,0
24,2017.wsdm_conference-2017.57,1,0
24,2020.wsdm_conference-2020.26,0,0
24,2018.sigirconf_conference-2018.238,0,0
24,2019.tist_journal-ir0volumeA10A2.1,0,0
24,2011.tist_journal-ir0volumeA2A3.3,0,0
24,2021.ipm_journal-ir0volumeA58A4.9,0,0
25,2020.wsdm_conference-2020.30,1,0
25,1983.sigirconf_conference-83.6,0,0
25,2016.sigirconf_conference-2016.230,1,0
25,2014.sigirconf_workshop-2014medir.9,1,0
25,2012.sigirconf_conference-2012.219,1,0
25,2019.trec_conference-2019.16,1,0
25,2020.sigirconf_conference-2020.179,1,0
25,1986.sigirjournals_journal-ir0volumeA19A14.7,0,0
25,2013.tist_journal-ir0volumeA4A2.13,1,0
25,2015.cikm_workshop-2015dtmbio.15,1,0
25,2010.sigirconf_conference-2010.98,1,0
25,2008.cikm_conference-2008.16,1,0
25,2006.sigirconf_conference-2006.14,1,0
25,1983.sigirconf_conference-83.0,0,0
25,2017.trec_conference-2017.10,1,0
25,2009.cikm_conference-2009.57,1,0
25,2014.cikm_workshop-2014dtmbio.17,1,0
25,2017.sigirconf_conference-2017.232,1,0
25,1983.sigirconf_conference-83.27,0,0
25,2017.trec_conference-2017.60,1,0
25,2012.cikm_workshop-2012dtmbio.5,1,0
25,1983.sigirconf_conference-83.24,0,0
25,2020.sigirconf_conference-2020.382,1,0
25,2014.sigirconf_conference-2014.16,1,0
25,2018.trec_conference-2018.44,1,0
25,1983.sigirconf_conference-83.4,0,0
25,1983.sigirconf_conference-83.19,0,0
25,2007.wwwconf_conference-2007.14,1,0
25,2019.trec_conference-2019.17,1,0
25,2015.wsdm_conference-2015.53,1,0
25,1983.sigirconf_conference-83.13,0,0
25,2015.cikm_workshop-2015dtmbio.16,1,0
25,1983.sigirconf_conference-83.20,0,0
25,2013.sigirconf_conference-2013.198,1,0
25,1983.sigirconf_conference-83.9,0,0
25,2015.cikm_workshop-2015dtmbio.17,1,0
25,2018.sigirjournals_journal-ir0volumeA52A2.25,1,0
26,2019.wwwjournals_journal-ir0volumeA22A2.23,1,0
26,2013.ipm_journal-ir0volumeA49A4.5,1,0
26,1990.ipm_journal-ir0volumeA26A1.3,1,0
26,2018.sigirconf_workshop-2018birndl.0,1,0
26,1971.sigirconf_conference-71.2,1,0
26,2014.wsdm_conference-2014.44,1,0
26,2015.fire_workshop-2015w.20,1,0
26,1987.sigirconf_conference-87.5,1,0
26,1985.tois_journal-ir0volumeA3A2.5,1,0
26,2013.tist_journal-ir0volumeA4A3.2,1,0
26,2001.jasis_journal-ir0volumeA52A13.20,1,0
26,2016.fire_conference-2016w.55,1,0
26,2000.clef_workshop-2000.0,0,0
26,2004.ipm_journal-ir0volumeA40A6.4,1,0
26,1995.sigirjournals_journal-ir0volumeA29A2.2,0,0
26,2007.wwwconf_conference-2007.6,1,0
26,2001.ir_journal-ir0volumeA4A1.4,1,0
26,2013.ipm_journal-ir0volumeA49A1.12,1,0
26,1991.riao_conference-1991.40,1,0
26,2020.cikm_conference-2020.67,0,0
26,2008.wwwconf_conference-2008.233,1,0
26,2020.wsdm_conference-2020.120,1,0
26,2018.cikm_conference-2018.119,0,0
26,2010.wwwjournals_journal-ir0volumeA13A3.3,0,0
26,1985.tois_journal-ir0volumeA3A2.1,1,0
26,2007.sigirconf_conference-2007.3,1,0
26,2017.wwwconf_conference-2017c.152,0,0
26,2016.sigirconf_conference-2016.1,1,0
26,1982.sigirjournals_journal-ir0volumeA17A3.3,1,0
26,2019.sigirconf_workshop-2019birndl.0,1,0
26,1984.tois_journal-ir0volumeA2A1.0,1,0
26,2018.sigirconf_conference-2018.88,0,0
26,2000.cikm_conference-2000.57,1,0
26,2001.ipm_journal-ir0volumeA37A6.0,1,0
26,2020.sigirconf_conference-2020.365,1,0
27,2009.wsdm_conference-2009.25,1,0
27,2010.tweb_journal-ir0volumeA4A4.3,0,0
27,2011.cikm_workshop-2011pikm.3,1,0
27,2017.sigirconf_workshop-2017kg4ir.3,0,0
27,2019.ipm_journal-ir0volumeA56A3.34,1,0
27,2016.tist_journal-ir0volumeA7A4.21,0,0
27,2018.cikm_workshop-2018w.24,1,0
27,2018.sigirconf_workshop-2018profs.8,0,0
27,2017.sigirconf_conference-2017.48,1,0
27,2020.wsdm_conference-2020.23,0,0
27,2009.cikm_conference-2009.121,0,0
27,2015.sigirconf_workshop-2015gsb.1,0,0
27,2020.ecir_conference-20202.79,1,0
27,2014.cikm_conference-2014.106,1,0
27,2015.sigirconf_workshop-2015gsb.4,1,0
27,2008.wwwconf_conference-2008.42,0,0
27,2015.wwwjournals_journal-ir0volumeA18A3.5,0,0
27,2009.cikm_conference-2009.258,1,0
27,2009.wwwjournals_journal-ir0volumeA12A2.2,0,0
27,2015.wwwjournals_journal-ir0volumeA18A5.7,1,0
27,2012.sigirconf_conference-2012.77,0,0
27,2006.sigirconf_conference-2006.12,1,0
27,2015.sigirconf_conference-2015.45,0,0
27,2019.ipm_journal-ir0volumeA56A4.5,1,0
27,2018.tweb_journal-ir0volumeA12A2.0,0,0
27,2018.wwwconf_conference-2018c.293,0,0
27,2010.spire_conference-2010.0,0,0
27,2020.wsdm_conference-2020.70,1,0
27,2018.sigirconf_workshop-2018profs.1,0,0
27,2018.sigirjournals_journal-ir0volumeA52A2.26,1,0
27,2004.wwwconf_conference-2004at.94,1,0
27,2017.sigirconf_workshop-2017kg4ir.6,0,0
27,2014.cikm_conference-2014.13,1,0
27,2018.sigirconf_conference-2018.16,0,0
27,2015.sigirconf_conference-2015.119,0,0
27,2018.sigirconf_workshop-2018profs.6,0,0
27,2011.sigirconf_conference-2011.55,1,0
27,2012.cikm_conference-2012.75,1,0
27,2019.ipm_journal-ir0volumeA56A3.40,1,0
27,2017.tist_journal-ir0volumeA8A2.11,0,0
28,2006.jasis_journal-ir0volumeA57A8.8,0,0
28,2014.sigirconf_workshop-2014medir.2,1,0
28,2014.sigirconf_workshop-2014medir.7,1,0
28,2014.cikm_conference-2014.164,1,0
28,2016.sigirconf_conference-2016.230,1,0
28,2014.sigirconf_workshop-2014medir.6,1,0
28,2020.wsdm_workshop-2020hsdm.2,1,0
28,2012.sigirconf_conference-2012.219,1,0
28,2005.sigirjournals_journal-ir0volumeA39A2.12,0,0
28,2008.sigirconf_conference-2008.3,0,0
28,2012.clef_workshop-2012w.1,0,0
28,2014.ipm_journal-ir0volumeA50A1.1,0,0
28,2010.sigirconf_conference-2010.98,1,0
28,2013.clef_conference-2013w.44,1,0
28,2007.riao_conference-2007.59,0,0
28,2006.clef_workshop-2006.72,1,0
28,2005.clef_workshop-2005w.4,0,0
28,2010.clef_workshop-2010w.66,1,0
28,1989.tois_journal-ir0volumeA7A3.4,0,0
28,2018.tist_journal-ir0volumeA9A2.0,1,0
28,2017.fire_conference-2017w.43,1,0
28,2020.mir_conference-2020.2,1,0
28,2011.sigirconf_conference-2011.139,1,0
28,2014.jasis_journal-ir0volumeA65A3.4,1,0
28,2003.spire_conference-2003.15,1,0
28,2013.sigirconf_conference-2013.147,1,0
28,2012.wwwconf_conference-2012c.128,0,0
28,2014.clef_conference-2014.8,0,0
28,2013.cikm_conference-2013.34,0,0
28,1989.sigirconf_conference-89.24,0,0
28,2018.trec_conference-2018.14,1,0
28,2006.airs_conference-2006.36,1,0
28,2009.clef_workshop-2009w.82,1,0
28,2013.sigirconf_conference-2013.205,1,0
28,2008.clef_workshop-2008.87,1,0
28,1995.sigirconf_conference-95.20,0,0
28,2010.clef_workshop-2010w.49,1,0
28,1995.ipm_journal-ir0volumeA31A4.3,0,0
28,2012.trec_conference-2012.83,1,0
28,2015.wsdm_conference-2015.53,0,0
28,2012.sigirconf_conference-2012.29,1,0
28,2011.clef_workshop-2011w.42,1,0
28,2013.sigirconf_conference-2013.198,1,0
28,2007.clef_workshop-2007.59,1,0
29,2015.clef_conference-2015.10,1,0
29,2005.ipm_journal-ir0volumeA41A4.9,1,0
29,2005.clef_workshop-2005w.82,1,0
29,2011.wwwconf_conference-2011.26,0,0
29,2007.wwwconf_conference-2007.9,0,0
29,1999.trec_conference-1999.18,1,0
29,2009.ipm_journal-ir0volumeA45A2.5,1,0
29,2001.ir_journal-ir0volumeA4A34.2,1,0
29,2015.fire_conference-2015.9,1,0
29,2016.sigirconf_conference-2016.230,1,0
29,2003.cikm_conference-2003.21,1,0
29,2003.clef_workshop-2003w.21,1,0
29,2005.sigirconf_conference-2005.101,1,0
29,2014.fire_conference-2014.5,0,0
29,2007.clef_workshop-2007w.69,0,0
29,2009.clef_workshop-2009w.33,1,0
29,2000.clef_workshop-2000.0,1,0
29,2008.cikm_conference-2008.178,0,0
29,2016.clef_conference-2016w.4,0,0
29,2001.clef_workshop-2000w.8,1,0
29,2008.clef_workshop-2008w.21,0,0
29,2017.chiir_conference-2017.28,1,0
29,2001.clef_workshop-2001.4,1,0
29,2011.fire_workshop-2011.30,1,0
29,2018.ipm_journal-ir0volumeA54A6.6,0,0
29,2007.tois_journal-ir0volumeA25A1.3,1,0
29,2009.cikm_conference-2009.261,0,0
29,2008.ipm_journal-ir0volumeA44A1.16,0,0
29,2004.clef_workshop-2004.47,1,0
29,2004.ir_journal-ir0volumeA7A12.7,1,0
29,1999.trec_conference-1999.12,1,0
29,2013.tweb_journal-ir0volumeA7A2.6,0,0
29,2008.cikm_workshop-2008inews.5,1,0
29,2005.sigirconf_conference-2005.70,1,0
29,2000.riao_conference-2000.60,0,0
29,2002.cikm_conference-2002.1,0,0
29,1988.riao_conference-1988.72,1,0
29,2010.sigirconf_conference-2010.208,1,0
29,2015.fire_workshop-2015w.1,0,0
29,2008.sigirconf_conference-2008.190,1,0
29,2014.clef_conference-2014w.104,0,0
29,2020.ecir_conference-20202.78,0,0
29,2001.ntcir_workshop-2001.12,1,0
29,2002.clef_workshop-2002w.29,1,0
29,2017.wsdm_conference-2017.98,0,0
29,2015.fire_workshop-2015w.4,1,0
29,2002.clef_workshop-2002w.32,1,0
29,2012.wsdm_conference-2012.46,0,0
29,2016.sigirconf_conference-2016.27,1,0
29,2004.clef_workshop-2004.60,1,0
30,2006.sigirconf_conference-2006.58,0,0
30,2013.cikm_conference-2013.200,0,0
30,2010.sigirjournals_journal-ir0volumeA44A2.14,1,0
30,1998.sigirconf_conference-98.39,0,0
30,2002.ntcir_workshop-2002.6,1,0
30,2008.clef_workshop-2008w.23,1,0
30,2001.sigirconf_conference-2001.52,1,0
30,2012.sigirconf_conference-2012.84,1,0
30,2018.wwwconf_conference-2018c.22,1,0
30,2008.cikm_workshop-2008dtmbio.9,1,0
30,2002.jasis_journal-ir0volumeA53A1.3,0,0
30,2008.clef_workshop-2008.72,1,0
30,2008.clef_workshop-2008w.72,1,0
30,2016.tist_journal-ir0volumeA7A4.21,0,0
30,2014.trec_conference-2014.41,1,0
30,2002.tois_journal-ir0volumeA20A3.0,1,0
30,2006.trec_conference-2006.13,1,0
30,2016.airs_conference-2016.10,1,0
30,2000.clef_workshop-2000.11,0,0
30,2013.cikm_conference-2013.86,0,0
30,2008.airs_conference-2008.56,0,0
30,2015.clef_conference-2015w.87,1,0
30,2009.clef_workshop-2009w.33,1,0
30,2018.cikm_conference-2018.203,1,0
30,2004.ntcir_workshop-2004.7,1,0
30,2016.clef_conference-2016.5,1,0
30,2007.sigirconf_conference-2007.34,0,0
30,2017.ipm_journal-ir0volumeA53A1.4,1,0
30,2018.sigirconf_conference-2018.224,1,0
30,2015.clef_conference-2015.33,0,0
30,2005.ntcir_workshop-2005.13,1,0
30,2020.ictir_conference-2020.7,1,0
30,2006.spire_conference-2006.20,1,0
30,2002.ntcir_workshop-2002.58,0,0
30,2007.ecir_conference-2007.68,1,0
